city,lat,lng,country
’Aïn el Melh,34.84146,4.16383,Algeria
’Aïn el Hammam,36.56471,4.30619,Algeria
Djebilet Rosfa,34.86375,0.83496,Algeria
Ventanas,-1.44158,-79.45943,Ecuador
Palora,-1.70131,-77.96516,Ecuador
La Concordia,0.00801,-79.39462,Ecuador
Cañar,-2.56062,-78.9394,Ecuador
Värska,57.95806,27.63806,Estonia
Valga,57.77781,26.0473,Estonia
Sauga,58.4272,24.49496,Estonia
Ruhnu,57.80028,23.24833,Estonia
Narva-Jõesuu,59.45889,28.04083,Estonia
Haljala,59.43361,26.26139,Estonia
Harku,59.38641,24.57176,Estonia
Ţūd,25.58278,32.5329,Egypt
Sīdī Ghāzī,31.21114,31.05119,Egypt
Sīdī Barānī,31.61166,25.92539,Egypt
Esna,25.29336,32.55402,Egypt
Aswān,24.09082,32.89942,Egypt
Ashmūn,30.29735,30.97641,Egypt
Al Khārjah,25.45101,30.54653,Egypt
Al Khānkah,30.21035,31.36812,Egypt
Madīnat Wādī an Naţrūn,30.37746,30.35032,Egypt
El Shorouk,30.13806,31.61556,Egypt
Al-Minyā al-Jadīdah,28.08639,30.81464,Egypt
Yeste,38.36852,-2.31756,Spain
Viso del Marqués,38.52208,-3.56348,Spain
Viñuela,36.86307,-4.14124,Spain
Villamanrique de la Condesa,37.24481,-6.30665,Spain
Valverde,27.80628,-17.91578,Spain
Valdefuentes,39.27433,-6.12183,Spain
Tresjuncos,39.70087,-2.75502,Spain
Somontín,37.39176,-2.38828,Spain
Serón,37.34485,-2.50913,Spain
Santa Pola,38.19165,-0.5658,Spain
San Pedro del Pinatar,37.83568,-0.79102,Spain
Salinas,38.52025,-0.91202,Spain
Puebla de la Calzada,38.89441,-6.62592,Spain
Pozohondo,38.72095,-1.91192,Spain
Pinos Genil,37.16346,-3.50215,Spain
Olula de Castro,37.17475,-2.4743,Spain
Nogales,38.58629,-6.74901,Spain
Mirandilla,39.002,-6.28893,Spain
Miguel Esteban,39.52448,-3.07618,Spain
Los Santos de Maimona,38.45,-6.38333,Spain
Ledaña,39.36667,-1.7,Spain
La Coronada,38.92045,-5.66978,Spain
Jamilena,37.74717,-3.91433,Spain
Infantes,38.73669,-3.01219,Spain
Holguera,39.89916,-6.34999,Spain
Hinojosa del Duque,38.50057,-5.14651,Spain
Higuera de Arjona,37.97064,-3.99061,Spain
Formentera de Segura,38.08509,-0.74604,Spain
Estepona,36.42764,-5.14589,Spain
Encinasola,38.13413,-6.86675,Spain
El Robledo,39.21898,-4.28099,Spain
El Coronil,37.07955,-5.6341,Spain
El Bosque,36.75828,-5.50535,Spain
Cristina,38.83745,-6.09867,Spain
Cortes de Baza,37.65514,-2.77167,Spain
Cobatillas,38.05545,-1.07683,Spain
Castillejo de Iniesta,39.53333,-1.76667,Spain
Casasbuenas,39.76117,-4.12558,Spain
Estación de Cártama,36.73333,-4.61667,Spain
Carcabuey,37.4442,-4.27471,Spain
Campillo de Arenas,37.55535,-3.63552,Spain
El Campello,38.42885,-0.39774,Spain
Calles,39.72118,-0.97057,Spain
Busquístar,36.93796,-3.29444,Spain
Bohonal de Ibor,39.78457,-5.485,Spain
Benifairó de les Valls,39.73333,-0.26667,Spain
Beneixama,38.7,-0.76667,Spain
Benagéber,39.71667,-1.1,Spain
Bayarque,37.33062,-2.4361,Spain
Barx,39.01667,-0.3,Spain
Ayamonte,37.21329,-7.40807,Spain
Algeciras,36.13326,-5.45051,Spain
Albondón,36.8277,-3.21144,Spain
Hechtel,51.12518,5.36768,Belgium
Ham-sur-Sambre,50.44368,4.67425,Belgium
Grand-Reng,50.33083,4.0755,Belgium
Gelrode,50.96632,4.80412,Belgium
Fosse,50.34001,5.84083,Belgium
Forges,50.02569,4.32765,Belgium
Farciennes,50.43006,4.54152,Belgium
Erps-Kwerps,50.90119,4.55984,Belgium
Duffel,51.09554,4.50903,Belgium
Dottignies,50.73333,3.3,Belgium
Dion-le-Mont,50.69653,4.66657,Belgium
Denderleeuw,50.88506,4.07601,Belgium
Châtelineau,50.41499,4.52016,Belgium
Lasne-Chapelle-Saint-Lambert,50.69298,4.50105,Belgium
Borgloon,50.80505,5.34366,Belgium
Bois-d'Haine,50.5018,4.21555,Belgium
Baudour,50.48296,3.8332,Belgium
Baarle-Hertog,51.40504,4.89226,Belgium
Ayeneux,50.60797,5.71589,Belgium
Assebroek,51.19367,3.2623,Belgium
Arquennes,50.56765,4.27341,Belgium
Andenne,50.48941,5.09513,Belgium
Yalgo,12.93333,-0.85,Burkina Faso
Pitmoaga,12.24564,-1.88148,Burkina Faso
Diapaga,12.07305,1.78838,Burkina Faso
Boromo,11.74542,-2.93006,Burkina Faso
Topolovo,41.9,25,Bulgaria
Ruse,43.84872,25.9534,Bulgaria
Pomorie,42.56326,27.62986,Bulgaria
Montana,43.4125,23.225,Bulgaria
Lakatnik,43.05,23.4,Bulgaria
Kresna,41.73333,23.15,Bulgaria
Koynare,43.35,24.13333,Bulgaria
Ihtiman,42.43821,23.81608,Bulgaria
Bregovo,44.15191,22.63877,Bulgaria
Banite,41.61667,25.01667,Bulgaria
Asenovgrad,42.01667,24.86667,Bulgaria
Al Ḩadd,26.24556,50.65417,Bahrain
Giteranyi,-2.48417,30.465,Burundi
So-Ava,6.49245,2.40193,Benin
Pahou,6.38774,2.21423,Benin
Goumori,11.18131,2.29295,Benin
Djidja,7.34436,1.93447,Benin
Comé,6.40764,1.88198,Benin
Kapok,5.02447,115.04664,Brunei Darussalam
Quime,-16.98333,-67.21667,Bolivia
Capinota,-17.71113,-66.26082,Bolivia
Dorp Tera Kora,12.13728,-68.26039,
Tabira,-7.59083,-37.53944,Brazil
São Mateus do Maranhão,-4.04167,-44.475,Brazil
São Luís do Quitunde,-9.31833,-35.56111,Brazil
Redenção,-4.22583,-38.73056,Brazil
Pindaré Mirim,-3.60833,-45.34333,Brazil
Oriximiná,-1.76556,-55.86611,Brazil
Monte Alegre,-5.88972,-36.30139,Brazil
Montanhas,-6.48583,-35.2875,Brazil
Miguel Alves,-4.16556,-42.89528,Brazil
Lagoa Nova,-6.09401,-36.47219,Brazil
Jucurutu,-6.03389,-37.02028,Brazil
João Alfredo,-7.85583,-35.58833,Brazil
Icó,-6.40111,-38.86222,Brazil
Ibateguara,-8.9725,-35.93944,Brazil
Forquilha,-3.79833,-40.26056,Brazil
Feira Nova,-7.95083,-35.38917,Brazil
Eusébio,-3.89,-38.45056,Brazil
Esperança,-7.03306,-35.85722,Brazil
Demerval Lobão,-5.35833,-42.67639,Brazil
Cabedelo,-6.98111,-34.83389,Brazil
Bequimão,-2.44889,-44.7825,Brazil
Belém,-1.45583,-48.50444,Brazil
Arcoverde,-8.41889,-37.05389,Brazil
Tupanciretã,-29.08056,-53.83583,Brazil
Teófilo Otoni,-17.8575,-41.50528,Brazil
Schroeder,-26.4125,-49.07306,Brazil
Sarandi,-27.94389,-52.92306,Brazil
São Mateus do Sul,-25.87417,-50.38278,Brazil
São Lourenço do Oeste,-26.35917,-52.85111,Brazil
São Lourenço,-22.11639,-45.05444,Brazil
Santo Antônio da Platina,-23.295,-50.07722,Brazil
Santa Leopoldina,-20.10056,-40.52972,Brazil
Sananduva,-27.94972,-51.80667,Brazil
Rio Tavares,-27.64529,-48.47486,Brazil
Presidente Epitácio,-21.76333,-52.11556,Brazil
Praia Grande,-24.00583,-46.40278,Brazil
Poxoréo,-15.83722,-54.38917,Brazil
Ponta Grossa,-25.095,-50.16194,Brazil
Piracicaba,-22.72528,-47.64917,Brazil
Piracanjuba,-17.30278,-49.01667,Brazil
Palotina,-24.28389,-53.84,Brazil
Palmeira,-25.42944,-50.00639,Brazil
Osasco,-23.5325,-46.79167,Brazil
Oliveira,-20.69639,-44.82722,Brazil
Novo Cruzeiro,-17.46806,-41.87528,Brazil
Monte Aprazível,-20.7725,-49.71417,Brazil
Ituverava,-20.33944,-47.78056,Brazil
Guarujá,-23.99306,-46.25639,Brazil
Gandu,-13.74389,-39.48667,Brazil
Espera Feliz,-20.65028,-41.90722,Brazil
Encruzilhada,-15.53139,-40.90944,Brazil
Coruripe,-10.12556,-36.17556,Brazil
Cláudio,-20.44333,-44.76583,Brazil
Cândido Mota,-22.74639,-50.38694,Brazil
Cajamar,-23.35611,-46.87694,Brazil
Caetité,-14.06944,-42.475,Brazil
Biritiba Mirim,-23.5725,-46.03861,Brazil
Bataiporã,-22.29528,-53.27111,Brazil
Barra dos Coqueiros,-10.90889,-37.03861,Brazil
Aracruz,-19.82028,-40.27333,Brazil
Alvorada,-12.48,-49.12472,Brazil
Alegre,-20.76361,-41.53306,Brazil
Águas Vermelhas,-15.74722,-41.46,Brazil
Afonso Cláudio,-20.07417,-41.12389,Brazil
Acajutiba,-11.66222,-38.01722,Brazil
Anori,-3.77278,-61.64417,Brazil
Freguesia do Ribeirao da Ilha,-27.71773,-48.56266,Brazil
Pedro Régis,-6.63952,-35.27607,Brazil
Riachão,-6.54085,-35.66095,Brazil
Governor’s Harbour,25.16667,-76.23333,Bahamas
Gasa,27.90372,89.72689,Bhutan
Panbang,26.86667,90.98333,Bhutan
Borolong,-21.10361,27.33611,Botswana
Vyerkhnyadzvinsk,55.7777,27.9389,Belarus
Navapolatsk,55.5318,28.5987,Belarus
Damachava,51.75,23.6,Belarus
Bykhaw,53.521,30.2454,Belarus
Byahoml’,54.7316,28.0577,Belarus
Horad Rechytsa,52.36389,30.39472,Belarus
Enyerhyetykaw,53.5871,27.0535,Belarus
Bal’shavik,54.0036,27.5669,Belarus
Caye Caulker,17.73659,-88.02761,Belize
Brant,43.1334,-80.34967,Canada
Brockville,44.59132,-75.68705,Canada
Chetwynd,55.69988,-121.63627,Canada
Cobourg,43.95977,-78.16515,Canada
Denman Island,49.53294,-124.8195,Canada
Deseronto,44.20012,-77.04944,Canada
Dolbeau-Mistassini,48.8786,-72.23142,Canada
Humbermede,43.7525,-79.54417,Canada
Gimli,50.63362,-96.99066,Canada
Hinton,53.40009,-117.58567,Canada
Invermere,50.51666,-116.03538,Canada
Kensington,46.43343,-63.64871,Canada
Lac-Simon,46.15699,-74.74129,Canada
Lions Bay,49.45218,-123.2376,Canada
Marystown,47.16663,-55.14829,Canada
Midland,44.7501,-79.88296,Canada
Osgoode,45.14887,-75.59778,Canada
Pont Rouge,48.88332,-72.08247,Canada
Red Deer,52.26682,-113.802,Canada
Saint-Michel,45.56758,-73.62168,Canada
Saint-Prime,48.59242,-72.33555,Canada
St. Adolphe,49.6744,-97.11124,Canada
Timmins,48.46686,-81.33312,Canada
Wainwright,52.83482,-110.85342,Canada
Wellesley,43.47691,-80.76209,Canada
Weston,43.70359,-79.51513,Canada
Whistler,50.11817,-122.95396,Canada
Wingham,43.88793,-81.31145,Canada
Château-Richer,46.96031,-71.03219,Canada
Montmagny,46.98043,-70.55493,Canada
Sainte Catherine de la Jacques Cartier,46.85244,-71.62056,Canada
Carleton,48.10252,-66.11962,Canada
Lillooet,50.6856,-121.942,Canada
La Malbaie,47.654,-70.15268,Canada
Ancaster,43.21806,-79.98716,Canada
Maria,48.1749,-65.98595,Canada
Shediac Bridge-Shediac River,46.26886,-64.60047,Canada
Greater Lakeburn,46.07651,-64.66818,Canada
Dovercourt-Wallace Emerson-Junction,43.66568,-79.43854,Canada
Humber Heights-Westmount,43.69223,-79.52242,Canada
High Park-Swansea,43.64506,-79.46787,Canada
Trinity Bay North,48.5221,-53.0713,Canada
Vivian,32.87153,-93.9874,United States
Walker,30.48797,-90.86149,United States
West Ferriday,31.64044,-91.57318,United States
Bowie,38.94278,-76.73028,United States
College Park,38.98067,-76.93692,United States
Columbia,39.24038,-76.83942,United States
Edgewater,38.938,-76.557,United States
Edgewood,39.41872,-76.2944,United States
Eldersburg,39.40371,-76.95026,United States
Fulton,39.15094,-76.92303,United States
Garrison,39.40594,-76.76053,United States
Glen Burnie,39.16261,-76.62469,United States
Greensboro,38.97372,-75.80493,United States
Hampstead,39.60483,-76.84998,United States
Landover,38.934,-76.89664,United States
Landover Hills,38.94317,-76.8922,United States
Langley Park,38.98872,-76.98136,United States
Linthicum,39.20511,-76.65275,United States
West Elkridge,39.20705,-76.72692,United States
Ballwin,38.59505,-90.54623,United States
Cuba,38.06282,-91.40348,United States
Eminence,37.1506,-91.35764,United States
Imperial,38.36978,-90.37845,United States
Lamar,37.49505,-94.27661,United States
Oregon,39.98694,-95.14498,United States
Pagedale,38.68338,-90.30761,United States
Terre du Lac,37.91172,-90.62541,United States
Batesville,34.3115,-89.94426,United States
Bay Springs,31.97904,-89.28728,United States
Belmont,31.56877,-88.48391,United States
Fayette,31.71155,-91.06066,United States
Hurley,30.66103,-88.49418,United States
Senatobia,34.6176,-89.9687,United States
Andrews,35.20175,-83.82407,United States
Angier,35.5071,-78.73918,United States
Boone,36.21679,-81.67455,United States
Burnsville,35.11237,-80.24451,United States
Denton,35.63347,-80.11588,United States
Fairfield Harbour,35.07655,-76.96356,United States
Gamewell,35.8693,-81.59621,United States
Halifax,36.32849,-77.58942,United States
James City,35.08877,-77.03495,United States
Kannapolis,35.48736,-80.62173,United States
Lake Junaluska,35.52788,-82.95958,United States
Longview,35.7293,-81.38342,United States
Moravian Falls,36.0968,-81.18231,United States
Mountain Home,35.36956,-82.4929,United States
Pine Knoll Shores,34.69738,-76.81327,United States
Scotland Neck,36.1296,-77.42025,United States
Sneads Ferry,34.55267,-77.39718,United States
Snow Hill,35.45155,-77.68109,United States
Audubon,39.89095,-75.07295,United States
Bridgeton,39.42734,-75.23408,United States
Lindenwold,39.82428,-74.99767,United States
Manahawkin,39.6954,-74.25875,United States
Pemberton,39.97206,-74.68294,United States
Pine Hill,39.78428,-74.99211,United States
Runnemede,39.85234,-75.06795,United States
Sewell,39.7665,-75.14434,United States
Wildwood Crest,38.97484,-74.8335,United States
Burlington,38.4073,-82.53571,United States
Camden,39.62894,-84.64856,United States
Eaton,39.74394,-84.63662,United States
Greenhills,39.26811,-84.523,United States
Hillsboro,39.20229,-83.61159,United States
Jackson,39.05202,-82.63655,United States
Mariemont,39.14506,-84.37438,United States
Miamitown,39.21589,-84.70411,United States
Peebles,38.94896,-83.40575,United States
Salem Heights,39.07173,-84.37827,United States
Sciotodale,38.7548,-82.86878,United States
Whitehall,39.96673,-82.88546,United States
Fort Gibson,35.7976,-95.25052,United States
Langston,35.94505,-97.25531,United States
Mangum,34.872,-99.50426,United States
Quinton,35.12288,-95.37109,United States
Tahlequah,35.91537,-94.96996,United States
Turley,36.24204,-95.97583,United States
Vian,35.49843,-94.96967,United States
Pennsport,39.92761,-75.15045,United States
Scotland,39.9687,-77.58721,United States
South Coatesville,39.97427,-75.81995,United States
South Uniontown,39.89285,-79.74699,United States
Trainer,39.82761,-75.41436,United States
Valley View,39.9501,-76.70108,United States
Cherryvale,33.95571,-80.45814,United States
Ninety Six,34.17513,-82.02401,United States
Pageland,34.77321,-80.39173,United States
Saluda,34.00152,-81.77205,United States
Charlotte,36.17728,-87.33973,United States
Dover,36.48783,-87.83836,United States
East Cleveland,35.16091,-84.85772,United States
Jefferson City,36.12231,-83.4924,United States
McMinnville,35.6834,-85.76998,United States
Nashville,36.16589,-86.78444,United States
New Johnsonville,36.02117,-87.96698,United States
Paris,36.302,-88.32671,United States
Rockwood,35.86563,-84.68494,United States
Springfield,36.50921,-86.885,United States
Whiteville,35.32647,-89.14951,United States
Alamo Heights,29.48495,-98.46585,United States
Barton Creek,30.28521,-97.86917,United States
Benavides,27.59892,-98.40807,United States
Caldwell,30.53132,-96.69303,United States
Castroville,29.35579,-98.87864,United States
Coldspring,30.59242,-95.12938,United States
Combes,26.24869,-97.73388,United States
Diboll,31.18713,-94.78104,United States
Dripping Springs,30.19021,-98.08668,United States
Electra,34.02926,-98.91896,United States
Goliad,28.66833,-97.38833,United States
Groesbeck,31.52434,-96.53387,United States
Highland Park,32.83346,-96.79195,United States
Indian Hills,26.21285,-97.91639,United States
Katy,29.78579,-95.8244,United States
Kemp,32.44264,-96.22998,United States
Kilgore,32.38626,-94.87577,United States
Laguna Heights,26.08008,-97.25386,United States
Lewisville,33.04623,-96.99417,United States
Llano,30.75935,-98.67504,United States
Mabank,32.36653,-96.10081,United States
Nevada,33.04234,-96.37387,United States
Northlake,33.12734,-97.26557,United States
Palacios,28.70805,-96.21747,United States
Pittsburg,32.9954,-94.96577,United States
Plum Grove,32.1957,-96.98945,United States
Roanoke,33.00401,-97.22585,United States
Runaway Bay,33.16789,-97.87837,United States
South Padre Island,26.10369,-97.16469,United States
Three Rivers,28.46027,-98.18251,United States
West Orange,30.08215,-93.75822,United States
Whitehouse,32.22682,-95.2255,United States
Windcrest,29.51551,-98.38029,United States
Concord,37.34264,-78.97502,United States
Fairfax,38.84622,-77.30637,United States
Galax,36.66124,-80.92397,United States
Gloucester Point,37.25403,-76.49689,United States
Hayfield,38.75178,-77.13581,United States
Herndon,38.96955,-77.3861,United States
Jolivue,38.10985,-79.07308,United States
Lawrenceville,36.75765,-77.84694,United States
Mantua,38.85372,-77.25943,United States
Narrows,37.33151,-80.81119,United States
Stanley,38.5754,-78.50251,United States
Staunton,38.14991,-79.0732,United States
Stephens City,39.08344,-78.21806,United States
Tazewell,37.11484,-81.51955,United States
West Point,37.53153,-76.79635,United States
Belle,38.23205,-81.53762,United States
Franklin,38.64289,-79.33115,United States
Princeton,37.36623,-81.10259,United States
Summersville,38.28122,-80.8526,United States
Westover,39.63453,-79.96979,United States
Linn,38.48587,-91.85045,United States
Andalusia,31.30808,-86.48243,United States
Attalla,34.02176,-86.08859,United States
Wayland,42.56784,-77.58971,United States
Long Hill,41.35399,-72.0523,United States
Akron,42.82888,-96.55948,United States
Avoca,41.47666,-95.33805,United States
Cedar Rapids,42.00833,-91.64407,United States
Holstein,42.48915,-95.545,United States
Independence,42.4686,-91.88934,United States
Le Mars,42.79416,-96.16558,United States
Lone Tree,41.48808,-91.42599,United States
Missouri Valley,41.55638,-95.88779,United States
Monroe,41.52221,-93.10187,United States
Prairie City,41.59943,-93.23521,United States
Sheffield,42.8933,-93.2152,United States
Slater,41.87776,-93.67855,United States
Traer,42.1936,-92.46547,United States
Woodbine,41.73832,-95.70278,United States
Bellwood,41.88142,-87.88312,United States
Bloomingdale,41.95753,-88.0809,United States
Des Plaines,42.03336,-87.8834,United States
Dixmoor,41.6317,-87.66088,United States
Dwight,41.09448,-88.42506,United States
Elwood,41.40392,-88.11172,United States
Frankfort Square,41.51892,-87.8031,United States
Hamilton,40.39643,-91.33904,United States
Hanover Park,41.99947,-88.14507,United States
Hickory Hills,41.72559,-87.82506,United States
Ladd,41.38253,-89.21897,United States
Lake Catherine,42.47919,-88.13342,United States
Lincoln Park,41.9217,-87.64783,United States
Marquette Heights,40.61754,-89.60038,United States
North Aurora,41.80614,-88.3273,United States
North Lawndale,41.86003,-87.71839,United States
Oquawka,40.93198,-90.94709,United States
Peru,41.32753,-89.12897,United States
Pistakee Highlands,42.40863,-88.20648,United States
Rockford,42.27113,-89.094,United States
Rolling Meadows,42.08419,-88.01313,United States
Sheldon,40.7692,-87.56392,United States
Stockton,42.34974,-90.00679,United States
Woodridge,41.74697,-88.05034,United States
Crawfordsville,40.04115,-86.87445,United States
Delphi,40.58754,-86.67501,United States
Grabill,41.21088,-84.96691,United States
Harlan,41.19616,-84.91969,United States
Lagrange,41.64172,-85.41665,United States
Portage,41.57587,-87.17615,United States
Ashburnham,42.6362,-71.90785,United States
Belchertown,42.27704,-72.40092,United States
Beverly,42.55843,-70.88005,United States
Bliss Corner,41.61177,-70.93837,United States
Canton,42.15843,-71.14477,United States
Dedham,42.24177,-71.16616,United States
Dracut,42.67037,-71.30201,United States
Granville,42.06676,-72.86149,United States
Harwich,41.68622,-70.07585,United States
Harwich Port,41.66678,-70.07863,United States
Lowell,42.63342,-71.31617,United States
New Bedford,41.63526,-70.92701,United States
Northborough,42.31954,-71.64118,United States
Northbridge,42.15148,-71.64951,United States
South Dennis,41.68956,-70.15641,United States
Whitman,42.08066,-70.9356,United States
Bangor,44.79884,-68.77265,United States
Burnham,44.69284,-69.42755,United States
Deer Isle,44.22397,-68.67753,United States
Dexter,45.02395,-69.28977,United States
Dixmont,44.68035,-69.16282,United States
Greene,44.18979,-70.14033,United States
Hartford,44.37284,-70.34673,United States
Lisbon,44.03146,-70.1045,United States
Monmouth,44.23868,-70.03561,United States
Searsmont,44.36174,-69.19504,United States
Skowhegan,44.76506,-69.71922,United States
Topsham,43.92758,-69.97588,United States
Winslow,44.54701,-69.62116,United States
Armada,42.8442,-82.88437,United States
Bessemer,46.48134,-90.05295,United States
Brooklyn,42.10587,-84.24828,United States
Carleton,42.05921,-83.39077,United States
Clio,43.17753,-83.73413,United States
East Lansing,42.73698,-84.48387,United States
Harbor Beach,43.84474,-82.65132,United States
Iron Mountain,45.82023,-88.06596,United States
Mount Pleasant,43.59781,-84.76751,United States
Perry,42.82642,-84.21941,United States
Pleasant Ridge,42.47115,-83.14215,United States
Roseville,42.49726,-82.93714,United States
Saint Johns,43.00114,-84.55915,United States
Sturgis,41.79922,-85.41915,United States
West Ishpeming,46.48355,-87.70097,United States
Wolverine Lake,42.5567,-83.47383,United States
Atwater,45.13885,-94.77806,United States
Centerville,45.16302,-93.05578,United States
Dilworth,46.87663,-96.70341,United States
East Bethel,45.31941,-93.20245,United States
Glencoe,44.76913,-94.15164,United States
Inver Grove Heights,44.84802,-93.04272,United States
Moorhead,46.87386,-96.76951,United States
Mounds View,45.10497,-93.20856,United States
Princeton,45.56997,-93.58163,United States
Ramsey,45.2611,-93.45,United States
Redby,47.87857,-94.91305,United States
Saint Louis Park,44.9483,-93.34801,United States
Sherburn,43.65218,-94.72692,United States
Waite Park,45.55719,-94.22416,United States
Carrington,47.44972,-99.12622,United States
Cavalier,48.79388,-97.62231,United States
Jamestown,46.91054,-98.70844,United States
Mayville,47.49804,-97.32454,United States
Napoleon,46.50831,-99.77122,United States
Ashland,41.03916,-96.36835,United States
Franklin,40.09612,-98.95258,United States
Ord,41.60334,-98.9262,United States
Seward,40.90695,-97.09892,United States
York,40.86807,-97.592,United States
Canterbury,43.33702,-71.56535,United States
Deering,43.07314,-71.84452,United States
Dover,43.19786,-70.87367,United States
East Concord,43.24202,-71.53813,United States
Holderness,43.73202,-71.58841,United States
Pinardville,42.99425,-71.50729,United States
Rollinsford,43.2362,-70.82034,United States
Tuftonboro,43.69647,-71.22201,United States
Fords,40.52927,-74.31598,United States
Guttenberg,40.79205,-74.00375,United States
Harrison,40.74649,-74.15626,United States
Hawthorne,40.94926,-74.15375,United States
Irvington,40.73232,-74.23487,United States
Morganville,40.3765,-74.24431,United States
Neptune City,40.20011,-74.02792,United States
Paramus,40.94454,-74.07542,United States
Plainfield,40.63371,-74.40737,United States
Point Pleasant Beach,40.09123,-74.04791,United States
Ramtown,40.12095,-74.14375,United States
South Amboy,40.47788,-74.2907,United States
Union City,40.77955,-74.02375,United States
Whitehouse Station,40.61538,-74.77044,United States
Albion,43.24645,-78.19363,United States
Alabama,43.09645,-78.39086,United States
Alexandria Bay,44.33588,-75.91773,United States
Bolivar,43.07118,-75.8888,United States
Brightwaters,40.72093,-73.26734,United States
Caledonia,42.97312,-77.85278,United States
Cedarhurst,40.62288,-73.7243,United States
Chenango Bridge,42.16674,-75.86242,United States
Cropseyville,42.74897,-73.55734,United States
East Islip,40.73204,-73.18567,United States
Fairview,41.7237,-73.91986,United States
Freeport,40.6576,-73.58318,United States
Fresh Meadows,40.73482,-73.79347,United States
Hamburg,42.71589,-78.82948,United States
Long Beach,40.58844,-73.65791,United States
Malone,44.84866,-74.2949,United States
Middletown,41.44593,-74.42293,United States
Neponsit,40.57177,-73.86152,United States
Newark,43.04673,-77.09525,United States
North Gates,43.17645,-77.70139,United States
Oakfield,43.06589,-78.26974,United States
Oceanside,40.63871,-73.64013,United States
Oneida,43.09257,-75.65129,United States
Oyster Bay,40.86565,-73.53207,United States
Parkchester,40.83899,-73.86041,United States
Plainedge,40.71732,-73.48374,United States
Potsdam,44.66978,-74.98131,United States
Riverhead,40.91704,-72.66204,United States
Salisbury,40.74566,-73.56013,United States
Shelter Island,41.06815,-72.33869,United States
Shokan,41.97343,-74.21209,United States
Spring Valley,41.11315,-74.04375,United States
Stamford,42.4073,-74.61432,United States
Suffern,41.11482,-74.14959,United States
Syosset,40.82621,-73.50207,United States
Ticonderoga,43.84867,-73.42345,United States
Tillson,41.82898,-74.06848,United States
Uniondale,40.70038,-73.59291,United States
Vestal,42.08507,-76.05381,United States
Waterford,42.79258,-73.68123,United States
West Hurley,41.99731,-74.10486,United States
West Sand Lake,42.64341,-73.60873,United States
West Seneca,42.85006,-78.79975,United States
Westerleigh,40.62121,-74.13181,United States
Youngstown,43.24728,-79.05005,United States
Avon Lake,41.50532,-82.0282,United States
Bethesda,40.01618,-81.0726,United States
Boston Heights,41.26478,-81.51317,United States
Botkins,40.46783,-84.1805,United States
Brookfield Center,41.24061,-80.55785,United States
Campbell,41.07839,-80.59924,United States
Haskins,41.46477,-83.70605,United States
Liberty Center,41.44338,-84.00883,United States
Mount Gilead,40.54923,-82.8274,United States
Navarre,40.7245,-81.52207,United States
New Middletown,40.96117,-80.55757,United States
Shaker Heights,41.47394,-81.53707,United States
Alleghenyville,40.23426,-75.98855,United States
Ardmore,40.00678,-75.28546,United States
Athens,41.9573,-76.518,United States
Claysburg,40.29674,-78.44974,United States
Cleona,40.33731,-76.47552,United States
Collinsburg,40.22424,-79.76838,United States
Conshohocken,40.07928,-75.30157,United States
Dillsburg,40.11093,-77.03498,United States
East Earl,40.1101,-76.03272,United States
Enlow,40.45423,-80.23311,United States
Gold Key Lake,41.30593,-74.9385,United States
Greenock,40.31229,-79.80671,United States
Laurys Station,40.72315,-75.53018,United States
Limerick,40.23093,-75.52212,United States
Lorane,40.28843,-75.85465,United States
Lower Allen,40.22648,-76.90053,United States
Mercer,41.227,-80.23979,United States
Middletown,40.19981,-76.73108,United States
Mohnton,40.28593,-75.98438,United States
Monaca,40.68729,-80.27145,United States
Nesquehoning,40.86453,-75.81103,United States
Northern Cambria,40.65923,-78.78169,United States
Philipsburg,40.89645,-78.22057,United States
Pine Grove,40.54842,-76.38468,United States
Reynolds Heights,41.34506,-80.39423,United States
Reynoldsville,41.09701,-78.88864,United States
Slippery Rock,41.06395,-80.05645,United States
State College,40.79339,-77.86,United States
Versailles,40.31563,-79.83116,United States
West Mifflin,40.3634,-79.86644,United States
Whitaker,40.3984,-79.88977,United States
Windber,40.2398,-78.83502,United States
Melville,41.58705,-71.28338,United States
Harrisburg,43.43137,-96.69727,United States
Tyndall,42.99333,-97.86285,United States
Enosburg Falls,44.90699,-72.80652,United States
Montpelier,44.26006,-72.57539,United States
Newport,44.93644,-72.2051,United States
Pawlet,43.34674,-73.17622,United States
West Brattleboro,42.85592,-72.60315,United States
White River Junction,43.64896,-72.31926,United States
Bevent,44.77053,-89.38956,United States
Dane,43.25055,-89.50151,United States
Darlington,42.68306,-90.11763,United States
Edgerton,42.83528,-89.06761,United States
Hazel Green,42.53278,-90.43457,United States
Mauston,43.79719,-90.07735,United States
Port Edwards,44.3508,-89.8654,United States
Shorewood Hills,43.0775,-89.44568,United States
Union Grove,42.68807,-88.05147,United States
Watertown,43.19472,-88.72899,United States
Whitefish Bay,43.11334,-87.90009,United States
Bethlehem,40.04396,-80.69064,United States
Mora,35.9742,-105.33001,United States
Cave Creek,33.83333,-111.95083,United States
Coolidge,32.97784,-111.51762,United States
East Sahuarita,31.94286,-110.92842,United States
Grand Canyon Village,36.04637,-112.15406,United States
Marana,32.43674,-111.22538,United States
Prescott,34.54002,-112.4685,United States
Rio Rico,31.47148,-110.97648,United States
Alpaugh,35.88773,-119.48734,United States
Belvedere,37.8727,-122.46442,United States
