city,lat,lng,country
Huayllati,-13.92862,-72.48496,Peru
Duraznopampa,-6.59306,-77.80806,Peru
Kimbiri,-12.61935,-73.78814,Peru
Urb. Santo Domingo,-11.87655,-77.03345,Peru
Cono Norte,-16.30111,-71.61647,Peru
Miramar,-8.17945,-78.99381,Peru
Kimbe,-5.55085,150.13766,Papua New Guinea
NIA Valencia,7.90639,125.09417,Philippines
Upper Klinan,6.22722,125.12083,Philippines
Unidos,8.5942,123.668,Philippines
Tumarbong,10.37659,119.4579,Philippines
Tumalaytay,12.27584,123.23201,Philippines
Tuhian,13.6222,122.2178,Philippines
Tubao,16.3482,120.4122,Philippines
Topdac,16.5553,120.7116,Philippines
Tongouson,5.0214,120.1328,Philippines
Toledo,10.3773,123.6386,Philippines
Tiwi,10.92972,122.73417,Philippines
Tinutulan,7.1,124.65,Philippines
Tinongan,10.215,123.03528,Philippines
Tinawagan,13.65,123.48333,Philippines
Tinambac,13.8164,123.3261,Philippines
Tignapalan,8.26389,124.57472,Philippines
Tigbauan,10.67466,122.3776,Philippines
Tiblawan,6.47834,126.10828,Philippines
Tapon,10.0631,123.4453,Philippines
Tapia,7.75417,126.01194,Philippines
Tandayag,9.4547,123.2299,Philippines
Tamnag,6.57298,124.88004,Philippines
Tambilil,5.96222,124.66972,Philippines
Talipao,5.97639,121.11611,Philippines
Tagdanua,7.2043,125.8841,Philippines
Tabon,15.27098,120.91273,Philippines
Surup,6.39035,126.14558,Philippines
Sumagui,12.79532,121.47401,Philippines
Solano,16.51918,121.18124,Philippines
Sison,9.66028,125.52861,Philippines
San Vicente,6.45375,124.78005,Philippines
Santiago,14.0211,121.2792,Philippines
Santa Fe,12.15656,121.99411,Philippines
Santa Fe,10.2375,124.77194,Philippines
Santa Barbara,16.0009,120.4023,Philippines
Santa Ana,15.0955,120.767,Philippines
Santa,17.486,120.4348,Philippines
San Patricio,15.09775,120.72876,Philippines
San Nicolas,16.0703,120.7624,Philippines
San Miguel,9.9869,124.3411,Philippines
San Jose,10.745,121.9415,Philippines
San Francisco,13.89806,121.24806,Philippines
San Francisco,9.77694,125.42472,Philippines
San Fernando,12.4833,123.7622,Philippines
San Fabian,15.59629,120.90663,Philippines
Salinas,16.3695,121.0188,Philippines
Salimbalan,8.27417,124.72194,Philippines
Salaza,15.4541,119.9553,Philippines
Sagrada Familia,13.269,123.3977,Philippines
Sagay,9.1059,124.7243,Philippines
Sagasa,10.468,122.8939,Philippines
Sagana,12.72252,121.48672,Philippines
Sabang Indan,14.2194,122.9151,Philippines
Roxas,12.5835,121.5176,Philippines
Rimus,16.8764,120.3966,Philippines
Quinipot,7.18028,122.22028,Philippines
Pongol,8.27861,124.74833,Philippines
Progreso,13.9083,122.0906,Philippines
Pantukan,7.16333,125.89917,Philippines
Polillo,14.71699,121.94889,Philippines
Poctol,13.82095,121.44184,Philippines
Limbuhan,11.88377,124.05011,Philippines
Pindangan Centro,15.86056,120.55139,Philippines
Pikit,7.05444,124.67194,Philippines
Paringao,16.57167,120.32417,Philippines
Pantabangan,15.8113,121.1443,Philippines
Panitian,9.0965,118.0864,Philippines
Panique,12.48025,122.01462,Philippines
Pangpang,15.93875,120.30939,Philippines
Pangil,14.4033,121.46506,Philippines
Pandan Niog,6.2282,120.5631,Philippines
Pandan,11.7195,122.0949,Philippines
Pancol,10.8715,119.4157,Philippines
Pambujan,12.5642,124.9276,Philippines
Pakil,14.3835,121.4786,Philippines
Padapada,15.5517,120.5163,Philippines
Ogtongon,10.77334,123.52,Philippines
Ocampo,13.5594,123.3761,Philippines
Nagrumbuan,16.89955,121.70974,Philippines
Moog,8.60111,124.46583,Philippines
Minuyan,10.51366,123.1049,Philippines
Mayana,9.75611,124.35222,Philippines
Mauhao,12.29015,121.30071,Philippines
Matungao,8.13611,124.16417,Philippines
Matayumtayum,15.5166,120.7098,Philippines
Maquiapo,14.98561,120.55855,Philippines
Maputi,8.44972,124.29056,Philippines
Mapili,11.1081,122.7393,Philippines
Mandih,8.2087,123.0141,Philippines
Mancilang,11.2835,123.7462,Philippines
Manaring,17.17294,121.90254,Philippines
Maluso,6.543,121.8753,Philippines
Malway,9.1319,123.2203,Philippines
Malisbeng,6.12,124.35472,Philippines
Malawag,13.38333,123.28333,Philippines
Malatap,14.1871,122.5119,Philippines
Malabanan,14,121.13333,Philippines
Magsaysay,6.76667,125.18333,Philippines
Maganoy,6.86472,124.44167,Philippines
Mabini,11.41667,125.16667,Philippines
Maasim,5.8575,125.00611,Philippines
Lumbang,14.2973,121.4598,Philippines
Lookan,5.037,120.1027,Philippines
Ligaya,15.5091,121.2872,Philippines
Libmanan,13.6928,123.0596,Philippines
Libertad,11.7694,121.919,Philippines
Libertad,11.0304,124.0215,Philippines
Libas,9.88333,125.98333,Philippines
Libacao,11.4802,122.30421,Philippines
Lennec,15.6835,120.7338,Philippines
La Paz,15.44125,120.72863,Philippines
Lambakin,14.75,120.86667,Philippines
Kolambugan,8.1144,123.8971,Philippines
Kawayan,7.53833,122.8725,Philippines
Karungdong,5.8844,121.263,Philippines
Kapatagan,7.9003,123.7692,Philippines
Kalbugan,6.95972,124.65917,Philippines
Kabugao,18.01698,121.18173,Philippines
Irahuan,9.80798,118.69191,Philippines
Ipilan,8.84306,117.90333,Philippines
Ilagan,17.14854,121.88924,Philippines
Yuni,13.4124,122.4846,Philippines
Hibaiyo,10.2726,123.321,Philippines
Haguimit,10.3999,123.0178,Philippines
Hagdan,11.33333,123.9,Philippines
Glad,7.14833,124.51806,Philippines
General Tinio,15.35075,121.04773,Philippines
Gabao,12.72709,123.97835,Philippines
Esperanza,7.49167,125.72806,Philippines
Talagutong,6.26444,125.66778,Philippines
Dansuli,6.64075,124.58258,Philippines
Danglas,17.7009,120.6556,Philippines
Dalican,6.96667,124.4,Philippines
Da-an Sur,11.2612,122.4202,Philippines
Cotmon,13.1175,123.6637,Philippines
Cortez,11.5301,122.3975,Philippines
Culacling,13.7815,122.8767,Philippines
Claveria,8.61,124.89472,Philippines
Chambrey,10.9768,123.1682,Philippines
Kauit,11.186,123.9459,Philippines
Catubig,12.4098,125.0548,Philippines
Cato,15.8362,119.9151,Philippines
Catmon,11.53516,124.43115,Philippines
Castilla,12.94861,123.88222,Philippines
Carmen,15.88642,120.59984,Philippines
Carmen,9.22639,126.01722,Philippines
Carigara,11.29811,124.67895,Philippines
Capucnasan,13.6,123.21667,Philippines
Candiis,8.97028,125.18417,Philippines
Camias,15.16679,120.97416,Philippines
Calituban,10.23995,124.2919,Philippines
Colipapa,9.4726,122.5616,Philippines
Calinog,11.11667,122.56667,Philippines
Cabungan,16.33999,119.9949,Philippines
Buyo,13.1144,123.8666,Philippines
Buliok,7.01667,124.7,Philippines
Bulalacao,11.7435,120.1715,Philippines
Buhi,13.4322,123.517,Philippines
Buenavista,13.867,123.302,Philippines
Boton,12.9287,124.0479,Philippines
Bogo,9.85686,123.56417,Philippines
Bilar,9.70825,124.10717,Philippines
Bilao,11.488,122.5599,Philippines
Bayabas,8.96972,126.28611,Philippines
Batutitik,6.22333,125.25194,Philippines
Basay,9.4087,122.64,Philippines
Barlig,17.03725,121.10384,Philippines
Bantay,17.58472,120.38917,Philippines
Bansalan,6.78611,125.21333,Philippines
Banganan,16.3144,121.0544,Philippines
Balud,10.1476,123.6953,Philippines
Balogo,7.2823,124.46388,Philippines
Baleno,12.4739,123.4982,Philippines
Baggabag B,16.50588,121.19014,Philippines
Atabayan,10.68333,122.41667,Philippines
Arenas,15.17042,120.68571,Philippines
Santa Rita Aplaya,13.77173,121.03492,Philippines
Anuling,6.03556,121.00667,Philippines
Andili,7.462,125.9701,Philippines
Amucao,15.46405,120.68643,Philippines
Amlimay,16.69377,120.83704,Philippines
Aliaga,15.5,120.843,Philippines
Agoncillo,13.93556,120.93261,Philippines
Taguitic,7.9387,123.6312,Philippines
Lopez Jaena,6.47591,124.69828,Philippines
Ayala Alabang,14.40599,121.02222,Philippines
Zaida,34.0595,72.4669,Pakistan
Tando Adam,25.76818,68.66196,Pakistan
Thal,35.47836,72.24383,Pakistan
Rajanpur,29.10408,70.32969,Pakistan
Pithoro,25.51122,69.37803,Pakistan
Mirpur Mathelo,28.02136,69.54914,Pakistan
Kot Malik Barkhurdar,30.20379,66.98723,Pakistan
Kandiari,26.9155,68.52193,Pakistan
Havelian,34.05348,73.15993,Pakistan
Harunabad,29.61206,73.13802,Pakistan
Duki,30.15307,68.57323,Pakistan
Darya Khan Marri,26.67765,68.28666,Pakistan
Chuhar Kana,31.75,73.8,Pakistan
Baddomalhi,31.99042,74.6641,Pakistan
Alik Ghund,30.48976,67.52177,Pakistan
Athmuqam,34.57173,73.89724,Pakistan
Żurowa,49.82636,21.16894,Poland
Wyśmierzyce,51.62494,20.81394,Poland
Wólka Tanewska,50.50005,22.26113,Poland
Wiśniowa,49.7878,20.11502,Poland
Węgorzewo,54.21567,21.7372,Poland
Jodłówka-Wałki,50.04992,21.13332,Poland
Szarów,49.99505,20.2696,Poland
Srokowo,54.21416,21.52282,Poland
Siedliska,49.87163,20.99625,Poland
Sawin,51.27443,23.43375,Poland
Radoszyce,51.07392,20.25836,Poland
Raczki,53.98749,22.78487,Poland
Pruchnik,49.9062,22.51554,Poland
Paprotnia,52.30071,22.46756,Poland
Ostrów,49.96812,22.7871,Poland
Opatów,50.80058,21.42538,Poland
Niedźwiada,49.98937,21.52162,Poland
Maszkienice,49.9892,20.68657,Poland
Łapy,52.9911,22.88422,Poland
Krzywda,51.79519,22.19994,Poland
Krynki,53.26444,23.77304,Poland
Krasnopol,54.11613,23.20476,Poland
Korczew,52.35327,22.61338,Poland
Karczmiska,51.22952,21.98158,Poland
Józefów nad Wisłą,51.04183,21.83018,Poland
Jastków,51.30411,22.43546,Poland
Jakubów,52.21965,21.68032,Poland
Iłża,51.16313,21.23979,Poland
Hrubieszów,50.80502,23.89251,Poland
Grójec,51.86252,20.86757,Poland
Godziszów,50.74889,22.49794,Poland
Firlej,51.55882,22.50841,Poland
Dziekanów Leśny,52.35243,20.85124,Poland
Dwikozy,50.73613,21.78864,Poland
Dobre Miasto,53.98668,20.39749,Poland
Ciepielów,51.24838,21.57475,Poland
Chmielnik,49.97386,22.14535,Poland
Cegłów,52.14782,21.73739,Poland
Borowa,50.38548,21.3515,Poland
Bolimów,52.07671,20.16352,Poland
Biała Rawska,51.80779,20.47259,Poland
Baranowo,53.17554,21.29803,Poland
Żywiec,49.68529,19.19243,Poland
Zwierzyń,52.83212,15.56763,Poland
Złotniki Kujawskie,52.89943,18.14564,Poland
Zielona Góra,51.93548,15.50643,Poland
Zdzieszowice,50.42482,18.12349,Poland
Zarzecze,49.71932,19.17526,Poland
Zaborze,50.02175,19.24067,Poland
Wrząsowice,49.95862,19.94654,Poland
Wręczyca Wielka,50.84589,18.92086,Poland
Witaszyce,51.94151,17.56182,Poland
Wielgie,52.74076,19.2635,Poland
Wapno,52.90804,17.47504,Poland
Wąpielsk,53.13761,19.27792,Poland
Ujście,53.05339,16.73201,Poland
Tychy,50.13717,18.96641,Poland
Trzcińsko Zdrój,52.96487,14.60667,Poland
Szlachta,53.76827,18.11367,Poland
Stepnica,53.65187,14.62555,Poland
Stawiszyn,51.91786,18.11171,Poland
Sokolniki,51.30738,18.33275,Poland
Śmiłowo,53.13647,16.92075,Poland
Sieniawa,52.36344,15.37768,Poland
Rogoźnik,50.39106,19.03776,Poland
Polkowice,51.50391,16.07261,Poland
Połajewo,52.79923,16.73347,Poland
Pogwizdów,49.80382,18.60106,Poland
Płoty,53.80182,15.2667,Poland
Obrzycko,52.70338,16.52807,Poland
Młynary,54.1869,19.72149,Poland
Mikołów,50.17103,18.9041,Poland
Mielno,54.26086,16.0621,Poland
Mieleszyn,52.66868,17.49779,Poland
Miejska Górka,51.65573,16.95826,Poland
Międzybórz,51.39626,17.6661,Poland
Małomice,51.55597,15.45004,Poland
Lipiany,53.00336,14.96919,Poland
Łąck,52.46621,19.61137,Poland
Krzyszkowice,49.88346,19.92285,Poland
Kowal,52.53019,19.14767,Poland
Kotlin,51.91913,17.64825,Poland
Kornowac,50.07179,18.32846,Poland
Kęty,49.88214,19.22333,Poland
Kaźmierz,52.51309,16.58403,Poland
Kamienna Góra,50.78314,16.03037,Poland
Janowiec Wielkopolski,52.75583,17.48981,Poland
Huta Stara B,50.73792,19.13295,Poland
Cielmice,50.08826,19.01896,Poland
Gąbin,52.39849,19.73509,Poland
Frombork,54.35766,19.68029,Poland
Fordon,53.14821,18.17036,Poland
Dziećmorowice,50.76947,16.35212,Poland
Daszyna,52.15503,19.18153,Poland
Dąbie,52.08668,18.8225,Poland
Człopa,53.08856,16.12098,Poland
Czarna Woda,53.84458,18.10006,Poland
Czarków,50.01833,18.90678,Poland
Cewice,54.43551,17.73485,Poland
Biały Bór,53.8967,16.83543,Poland
Aleksandrów Łódzki,51.81965,19.30384,Poland
Rzgów,51.66345,19.49181,Poland
Rejon ulicy Saperów,51.08614,17.0005,Poland
Swojczyce,51.11567,17.12535,Poland
Bajandas,18.15774,-65.78155,Puerto Rico
Benitez,18.27357,-65.87905,Puerto Rico
Carrizales,18.48189,-66.7899,Puerto Rico
Cataño,18.44134,-66.11822,Puerto Rico
Ciales,18.33606,-66.46878,Puerto Rico
Emajagua,18.00052,-65.88266,Puerto Rico
Jobos,17.95524,-66.16544,Puerto Rico
Pastos,18.11774,-66.25878,Puerto Rico
Punta Santiago,18.16635,-65.74822,Puerto Rico
Surdā,31.93709,35.20321,West Bank and Gaza Strip
Pedu’el,32.06241,35.05321,West Bank and Gaza Strip
Nablus,32.22111,35.25444,West Bank and Gaza Strip
Qalqas,31.49212,35.09535,West Bank and Gaza Strip
Far‘ūn,32.28613,35.02326,West Bank and Gaza Strip
Dayr Ballūţ,32.06551,35.02451,West Bank and Gaza Strip
Brūqīn,32.07216,35.09943,West Bank and Gaza Strip
Bayt Ūmmar,31.62329,35.10446,West Bank and Gaza Strip
‘Ayn ‘Arīk,31.90613,35.14254,West Bank and Gaza Strip
‘Aynabūs,32.14706,35.24513,West Bank and Gaza Strip
Ash Shuhadā’,32.42949,35.27112,West Bank and Gaza Strip
Jericho,31.86667,35.45,West Bank and Gaza Strip
Al Jīb,31.85203,35.18451,West Bank and Gaza Strip
Al Hāshimīyah,32.46392,35.21938,West Bank and Gaza Strip
Ad Dawḩah,31.69948,35.18047,West Bank and Gaza Strip
Bayt ‘Īnūn,31.5587,35.1244,West Bank and Gaza Strip
Vila Viçosa,38.7777,-7.41793,Portugal
São Marcos da Serra,37.361,-8.37764,Portugal
Paço de Arcos,38.69569,-9.29143,Portugal
Mafra,38.93793,-9.32756,Portugal
Câmara de Lobos,32.65043,-16.97718,Portugal
Azinhaga,39.34877,-8.53005,Portugal
Aveiras de Cima,39.13796,-8.89932,Portugal
Amor,39.80404,-8.85984,Portugal
Alter do Chão,39.19741,-7.65893,Portugal
Alcoentre,39.20857,-8.95953,Portugal
Água de Pena,32.70143,-16.77874,Portugal
Vilarinho,41.35955,-8.33123,Portugal
Vila Frescainha,41.53846,-8.63971,Portugal
São Romão,40.40118,-7.71464,Portugal
Rio Tinto,41.17872,-8.55953,Portugal
Freixo de Espada à Cinta,41.09033,-6.80648,Portugal
Faria,41.48298,-8.67152,Portugal
Campo de Besteiros,40.55655,-8.13432,Portugal
Ulimang,7.62416,134.64208,Palau
Villa Hayes,-25.09306,-57.52361,Paraguay
General Elizardo Aquino,-24.44548,-56.89942,Paraguay
Colonia Menno,-22.36667,-59.81667,Paraguay
Belén,-23.46987,-57.26175,Paraguay
Al Ghuwayrīyah,25.82882,51.24567,Qatar
Sainte-Marie,-20.89686,55.55056,Réunion
Zădăreni,46.13274,21.21821,Romania
Zăbrani,46.06667,21.55,Romania
Viziru,45.01667,27.7,Romania
Vârvoru de Jos,44.24415,23.6079,Romania
Vima Mică,47.4,23.71667,Romania
Viforâta,44.96011,25.45796,Romania
Vela,44.28333,23.41667,Romania
Vaslui,46.63333,27.73333,Romania
Văleni,46.90291,26.38945,Romania
Valea Târsei,45.17711,25.63323,Romania
Valea Șoșii,46.4618,26.54992,Romania
Valea Seacă,47.13944,26.29956,Romania
Valea Mărului,45.83866,27.69138,Romania
Aspen Hill,39.07955,-77.07303,United States
Boonsboro,39.50621,-77.65249,United States
Brunswick,39.31427,-77.62777,United States
Cape Saint Claire,39.04317,-76.44496,United States
Catonsville,39.27205,-76.73192,United States
Chesapeake Beach,38.68623,-76.53468,United States
Crownsville,39.02844,-76.60135,United States
East Riverdale,38.96206,-76.92192,United States
Emmitsburg,39.70454,-77.32693,United States
Forest Heights,38.80956,-76.99803,United States
Friendly,38.75178,-76.97859,United States
Fruitland,38.32206,-75.6202,United States
Hyattsville,38.95594,-76.94553,United States
Mays Chapel,39.43316,-76.64941,United States
Potomac Park,39.61176,-78.80585,United States
White Marsh,39.38372,-76.43218,United States
Cedar Hill,38.35339,-90.64124,United States
Greenwood,38.85168,-94.34384,United States
Hanley Hills,38.68588,-90.32373,United States
Holts Summit,38.64032,-92.12241,United States
Kennett,36.23618,-90.05565,United States
Monroe City,39.65365,-91.73461,United States
Mountain Grove,37.13061,-92.26349,United States
New London,39.58532,-91.40098,United States
Oakland,38.57644,-90.38567,United States
Odessa,38.99917,-93.95356,United States
Perryville,37.72422,-89.86122,United States
Saint George,38.53672,-90.31484,United States
Saint Robert,37.8281,-92.17767,United States
Town and Country,38.61228,-90.46345,United States
Velda Village,38.69005,-90.29428,United States
Wardsville,38.48892,-92.17435,United States
Columbus,33.49567,-88.42726,United States
Flowood,32.30959,-90.13898,United States
Laurel,31.69405,-89.13061,United States
Morton,32.35376,-89.65452,United States
Pass Christian,30.31575,-89.24754,United States
Ripley,34.72982,-88.95062,United States
Stonewall,32.13181,-88.79338,United States
Aberdeen,35.13155,-79.42948,United States
Castle Hayne,34.35572,-77.89999,United States
Drexel,35.75791,-81.60426,United States
Franklinville,35.74375,-79.69225,United States
Green Level,35.78209,-78.9039,United States
Hayesville,35.0462,-83.81795,United States
Kill Devil Hills,36.03072,-75.67601,United States
Newton,35.66986,-81.22147,United States
Norlina,36.4457,-78.19833,United States
Oak Ridge,36.17347,-79.98893,United States
Pembroke,34.68016,-79.19504,United States
Stedman,35.0135,-78.69391,United States
Wallburg,36.01014,-80.13921,United States
Brooklawn,39.87817,-75.12073,United States
Amberley,39.20478,-84.428,United States
Devola,39.47369,-81.47901,United States
Dunlap,39.29228,-84.618,United States
Etna,39.95729,-82.68183,United States
Morrow,39.3545,-84.12716,United States
Piketon,39.06813,-83.01434,United States
Reading,39.22367,-84.44216,United States
Shiloh,39.81867,-84.22855,United States
Thornport,39.91312,-82.41099,United States
Upper Arlington,39.99451,-83.06241,United States
Ada,34.77453,-96.67834,United States
Afton,36.69369,-94.96302,United States
Altus,34.63813,-99.33398,United States
Del City,35.44201,-97.44087,United States
Goldsby,35.14118,-97.47698,United States
Jenks,36.02287,-95.96833,United States
Sand Springs,36.13981,-96.10889,United States
Stilwell,35.81453,-94.62856,United States
Wilson,35.5076,-96.03472,United States
Wister,34.96732,-94.72467,United States
Aldan,39.9215,-75.28796,United States
East Lansdowne,39.94567,-75.26129,United States
Woodlyn,39.87233,-75.33713,United States
Forest Acres,34.01932,-80.98981,United States
Hanahan,32.91851,-80.02203,United States
Inman Mills,35.04151,-82.10428,United States
Seneca,34.68566,-82.9532,United States
Spartanburg,34.94957,-81.93205,United States
Wellford,34.95095,-82.10594,United States
Whitmire,34.50291,-81.61149,United States
Gatlinburg,35.71453,-83.51189,United States
Graysville,35.44701,-85.0844,United States
Jamestown,36.42757,-84.93189,United States
La Vergne,36.01562,-86.58194,United States
LaFollette,36.38286,-84.11993,United States
Lafayette,36.52116,-86.02637,United States
Mason,35.41175,-89.53285,United States
Mount Carmel,36.54538,-82.66099,United States
Smyrna,35.98284,-86.5186,United States
South Carthage,36.242,-85.95193,United States
Bandera,29.72661,-99.07365,United States
Batesville,28.95108,-99.61783,United States
Bedford,32.84402,-97.14307,United States
Cooper,31.24324,-95.58217,United States
Corinth,33.15401,-97.06473,United States
Fair Oaks Ranch,29.74578,-98.64336,United States
Groveton,31.05491,-95.12577,United States
Humble,29.99883,-95.26216,United States
Itasca,32.15959,-97.15001,United States
Kingsland,30.65824,-98.44058,United States
Lake Brownwood,31.824,-99.099,United States
Little Elm,33.16262,-96.93751,United States
Nolanville,31.07879,-97.60557,United States
North Richland Hills,32.8343,-97.2289,United States
Olivarez,26.22841,-97.99223,United States
Palo Pinto,32.76735,-98.29866,United States
Pearsall,28.89219,-99.09503,United States
Porter Heights,30.15188,-95.32188,United States
Poteet,29.04052,-98.56807,United States
Rusk,31.79601,-95.15022,United States
Saint Hedwig,29.4144,-98.20001,United States
Sealy,29.78079,-96.15718,United States
Springtown,32.96596,-97.68364,United States
Stephenville,32.2207,-98.20226,United States
The Hills,30.34798,-97.98501,United States
Venus,32.43347,-97.10251,United States
Von Ormy,29.28913,-98.64446,United States
Yoakum,29.28775,-97.15193,United States
Basye,38.80706,-78.79224,United States
Bedford,37.33431,-79.52309,United States
Buckingham,37.55015,-78.55556,United States
Crozet,38.06958,-78.70058,United States
Hurt,37.09264,-79.29641,United States
Lexington,37.78402,-79.44282,United States
Mechanicsville,37.60876,-77.37331,United States
Nokesville,38.69873,-77.57971,United States
Palmyra,37.86097,-78.26334,United States
Pannill Fork,36.70903,-80.0131,United States
Springville,37.19651,-81.40288,United States
Stafford,38.42207,-77.40832,United States
Sudley,38.79289,-77.49749,United States
Brookhaven,39.61175,-79.90451,United States
Chapmanville,37.97371,-82.01735,United States
Grantsville,38.92342,-81.09595,United States
Mallory,37.73066,-81.8379,United States
Monongah,39.46258,-80.21814,United States
Athens,34.80243,-86.97219,United States
Ashland,33.27373,-85.83607,United States
Enfield,41.97621,-72.59176,United States
Glenville,41.03538,-73.65985,United States
Naugatuck,41.48593,-73.05066,United States
Seymour,41.39676,-73.07594,United States
Coralville,41.6764,-91.58045,United States
George,43.34386,-96.00224,United States
New Sharon,41.47,-92.6513,United States
Dunlap,40.8617,-89.67871,United States
Granville,41.26115,-89.22759,United States
Hoffman Estates,42.04281,-88.0798,United States
La Grange Park,41.83475,-87.86173,United States
Lake Summerset,42.45446,-89.38956,United States
Lower West Side,41.8542,-87.66561,United States
Macomb,40.45921,-90.6718,United States
Metamora,40.79059,-89.36064,United States
Near North Side,41.90003,-87.6345,United States
Palatine,42.1103,-88.03424,United States
Robbins,41.64392,-87.70366,United States
Rock Falls,41.77975,-89.689,United States
Rockdale,41.50614,-88.1145,United States
Seneca,41.31114,-88.60979,United States
Tremont,40.52754,-89.4926,United States
Warsaw,40.35921,-91.4346,United States
Washburn,40.9192,-89.2912,United States
Western Springs,41.80975,-87.90062,United States
Wood Dale,41.96336,-87.97896,United States
Bristol,41.72144,-85.81749,United States
Adams,42.62425,-73.1176,United States
Barre,42.42287,-72.10508,United States
Danvers,42.57509,-70.93005,United States
East Douglas,42.07232,-71.7134,United States
Erving,42.60009,-72.39814,United States
Holland,42.06398,-72.1573,United States
Leominster,42.52509,-71.75979,United States
Malden,42.4251,-71.06616,United States
North Lakeville,41.8576,-70.94226,United States
Pepperell,42.66592,-71.5884,United States
Shelburne Falls,42.60425,-72.73926,United States
Upton,42.17454,-71.60229,United States
West Newbury,42.80148,-70.98978,United States
Hodgdon,46.05394,-67.86668,United States
New Gloucester,43.96285,-70.28255,United States
Stetson,44.89173,-69.14282,United States
Allegan,42.5292,-85.8553,United States
Chesaning,43.18475,-84.11497,United States
Clinton,42.07199,-83.97161,United States
Grand Rapids,42.96336,-85.66809,United States
Lansing,42.73253,-84.55553,United States
Lawton,42.16726,-85.84695,United States
Oxford,42.82475,-83.26466,United States
Ravenna,43.18947,-85.93699,United States
Shields,43.4153,-84.05637,United States
Skidway Lake,44.18335,-84.03527,United States
Whitmore Lake,42.4397,-83.7453,United States
Annandale,45.26274,-94.12443,United States
Blue Earth,43.63746,-94.10218,United States
Cross Lake,46.65941,-94.11387,United States
East Grand Forks,47.92998,-97.02452,United States
Elbow Lake,45.99413,-95.97672,United States
Fairfax,44.52913,-94.72082,United States
Harris,45.58635,-92.97466,United States
Lauderdale,44.99858,-93.20578,United States
Litchfield,45.12718,-94.52805,United States
Little Falls,45.97635,-94.3625,United States
Maple Grove,45.07246,-93.45579,United States
Minneota,44.55885,-95.98559,United States
Pequot Lakes,46.60302,-94.30944,United States
Spring Valley,43.68691,-92.38906,United States
Stacy,45.39802,-92.98744,United States
La Plata,40.02337,-92.49158,United States
Cooperstown,47.44444,-98.12398,United States
Valley City,46.92331,-98.00315,United States
Chalco,41.18389,-96.1503,United States
Eagle,40.81667,-96.43029,United States
Grand Island,40.92501,-98.34201,United States
Hastings,40.58612,-98.38839,United States
Weeping Water,40.87,-96.14057,United States
Wymore,40.12222,-96.66252,United States
Chester,42.95675,-71.25728,United States
Londonderry,42.86509,-71.37395,United States
Nashua,42.76537,-71.46757,United States
New Ipswich,42.74814,-71.85424,United States
Sanbornville,43.55425,-71.0309,United States
Temple,42.81814,-71.85147,United States
Westmoreland,42.96203,-72.44231,United States
Winchester,42.77342,-72.38314,United States
Beverly,40.06539,-74.91906,United States
Bogota,40.87621,-74.02986,United States
Fairfield,40.88371,-74.30598,United States
Flemington,40.51233,-74.85933,United States
Franklin Lakes,41.01676,-74.2057,United States
Long Valley,40.78593,-74.78016,United States
Middlesex,40.5726,-74.49265,United States
Parsippany,40.85788,-74.42599,United States
Vernon Valley,41.23676,-74.4871,United States
Akron,43.02089,-78.4953,United States
Alfred,42.25424,-77.79055,United States
Babylon,40.69566,-73.32568,United States
Cairo,42.29897,-73.99847,United States
Celoron,42.1095,-79.2831,United States
Coney Island,40.57788,-73.99403,United States
Edgemere,40.59622,-73.76763,United States
Farmingville,40.83121,-73.02955,United States
Gang Mills,42.14619,-77.11164,United States
Great Neck Gardens,40.79722,-73.72389,United States
Greenpoint,40.72371,-73.95097,United States
Hampton Manor,42.62091,-73.72845,United States
Holcomb,42.90229,-77.41971,United States
Irvington,41.03922,-73.86823,United States
Mahopac,41.37232,-73.73346,United States
Middleburgh,42.59869,-74.33292,United States
Milton,43.03369,-73.85262,United States
Mount Ivy,41.18676,-74.03486,United States
North Collins,42.59534,-78.94115,United States
North Valley Stream,40.6851,-73.7018,United States
Oyster Bay Cove,40.87093,-73.51096,United States
Portland,42.37978,-79.46755,United States
Ravena,42.46841,-73.81624,United States
Sayville,40.73593,-73.08206,United States
Sheepshead Bay,40.59122,-73.94458,United States
Sherburne,42.67813,-75.49851,United States
Tribes Hill,42.95535,-74.28513,United States
West Babylon,40.71816,-73.35429,United States
Westons Mills,42.06229,-78.37724,United States
Aurora,41.31755,-81.34539,United States
Bradner,41.32422,-83.43854,United States
Burton,41.47061,-81.1451,United States
Churchill,41.162,-80.6648,United States
Eaton Estates,41.30894,-82.0057,United States
Fort Loramie,40.35144,-84.37384,United States
Glendale,41.397,-81.54234,United States
Kalida,40.98283,-84.19939,United States
Manchester,40.937,-81.56929,United States
Maple Heights,41.41533,-81.56596,United States
Masury,41.21117,-80.53785,United States
Pioneer,41.68005,-84.55301,United States
South Amherst,41.35588,-82.25377,United States
Stow,41.1595,-81.44039,United States
Van Wert,40.86949,-84.58412,United States
Walton Hills,41.36561,-81.56123,United States
Waterville,41.50089,-83.71827,United States
Wauseon,41.54922,-84.14161,United States
Bradford Woods,40.63757,-80.08172,United States
Brickerville,40.22593,-76.30246,United States
Brockway,41.24923,-78.79947,United States
Calumet,40.2109,-79.48532,United States
Churchill,40.4384,-79.8431,United States
Clearfield,41.02728,-78.43919,United States
Conway,40.65979,-80.23923,United States
Duncannon,40.39814,-77.02303,United States
Dunmore,41.4198,-75.63241,United States
Everett,40.01147,-78.37335,United States
